parcelid,xcoord_p,ycoord_p,long,lat,sqft_p,taz_p,lutype_p,hh_p,stugrd_p,stuhgh_p,stuuni_p,empedu_p,empfoo_p,empgov_p,empind_p,empmed_p,empofc_p,empret_p,empsvc_p,empoth_p,emptot_p,parkdy_p,parkhr_p,ppricdyp,pprichrp
11404,1624943,416049,-87.153801,35.47069929999999,234061,1428,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11405,1622906,406097,-87.16030119999999,35.443298299999995,86782,1428,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11406,1624881,420329,-87.15419770000001,35.4824982,413912,1428,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11407,1642783,406208,-87.09349820000001,35.4443016,421779,1428,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11408,1627709,423894,-87.1447983,35.4924011,1250219,1428,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11409,1622949,408323,-87.160202,35.449501,6351231,1428,1,11.79,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11410,1630172,411927,-87.1361008,35.4595985,35469273,1428,1,14.14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11411,1618865,413942,-87.1741028,35.4648018,98798,1428,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11412,1639132,410344,-87.10590359999999,35.4555016,38346021,1428,1,13.36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11413,1635943,413599,-87.11679840000001,35.464401200000005,19639615,1428,1,8.64,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11414,1623758,404205,-87.1573029,35.438201899999996,7633,1428,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11415,1630871,422343,-87.1341019,35.4882011,668293,1428,1,3.14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11416,1642468,410924,-87.0948029,35.457199100000004,416282,1428,1,1.57,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11417,1631826,419023,-87.1307983,35.479099299999994,31545443,1428,1,11.79,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11418,1630136,417063,-87.1363983,35.473701500000004,18132,1428,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11419,1618608,414188,-87.1750031,35.465400700000004,51999,1428,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11420,1641165,415411,-87.09929659999999,35.4695015,237928,1428,1,1.57,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11421,1623320,404564,-87.1587982,35.4390984,1922833,1428,1,2.36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11422,1638018,410806,-87.10970309999999,35.456798600000006,471328,1428,1,0.79,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11423,1626848,416000,-87.14739990000001,35.47069929999999,42829858,1428,1,20.43,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11424,1629155,423188,-87.1399002,35.4905014,1567606,1428,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11425,1638652,415382,-87.1076965,35.469299299999996,8336850,1428,1,14.14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11426,1638538,411500,-87.1080017,35.458698299999995,59537,1428,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11427,1640860,415209,-87.10030359999999,35.4688988,70308,1428,1,0.79,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11428,1641579,413688,-87.0979004,35.4648018,873129,1428,1,5.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11429,1631132,432576,-87.1336975,35.5163002,6218077,1423,1,1.03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0,0,0,0
11430,1636337,424470,-87.1158981,35.494201700000005,29307900,1423,1,11.38,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0,0,0,0
11431,1628236,431238,-87.14330290000001,35.5125999,17837247,1423,1,4.14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0,0,0,0
11432,1627227,430085,-87.146698,35.5093994,799521,1423,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11433,1627443,427743,-87.14589690000001,35.5029984,8616619,1423,1,17.58,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0,0,0,0
11434,1630418,434832,-87.1362,35.522499100000005,5805069,1423,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11435,1627141,438883,-87.1473007,35.533500700000005,123282,1423,1,1.03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0,0,0,0
11436,1634200,428233,-87.1231995,35.5045013,78524257,1423,1,34.13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.77,0,0,0,0
11437,1640241,423350,-87.1026993,35.4912987,9102399,1423,1,1.03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0,0,0,0
11438,1628292,438705,-87.1435013,35.5331001,320352,1423,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11439,1625954,433578,-87.1511002,35.518901799999995,145489,1423,1,1.03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0,0,0,0
11440,1637789,419681,-87.1108017,35.481098200000005,39607824,1423,1,14.48,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0,0,0,0
11441,1632771,434328,-87.1281967,35.521198299999995,162547,1423,1,2.07,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0,0,0,0
11442,1630001,436876,-87.1376038,35.528099100000006,5546848,1423,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11443,1633932,432238,-87.12429809999999,35.51549910000001,257596,1423,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11444,1627126,435705,-87.1473007,35.5247993,19432959,1423,1,8.27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0,0,0,0
11445,1624479,435456,-87.15609740000001,35.523998299999995,32833,1423,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11446,1640887,430951,-87.10079959999999,35.5121994,350388,1423,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11447,1609657,438892,-87.2061005,35.5330009,618428,1429,1,14.54,0,0,0,0.0,0.0,0.0,0.0,0.0,55.67,0.0,0.0,0.0,55.67,0,0,0,0
11448,1623543,434252,-87.1592026,35.5206985,85005,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11449,1616275,433940,-87.18360140000001,35.5195999,60422335,1429,1,42.76,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11450,1608507,434890,-87.2098007,35.5219994,1381061,1429,1,8.55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11451,1625690,429772,-87.1518021,35.5084991,301705,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11452,1608338,435577,-87.2104034,35.5237999,3257,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11453,1610086,438472,-87.20459749999999,35.5318985,212795,1429,1,0.0,0,0,0,0.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,2.59,0,0,0,0
11454,1609636,438164,-87.2061005,35.5309982,190547,1429,1,7.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11455,1609092,438364,-87.2080002,35.5315018,158446,1429,1,7.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11456,1626151,430441,-87.1502991,35.510299700000004,166814,1429,1,1.71,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11457,1612982,430641,-87.194603,35.5103989,10252873,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11458,1626147,429327,-87.1502991,35.507301299999995,1075986,1429,1,1.71,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11459,1620919,425037,-87.1677017,35.4953003,130129809,1429,1,13.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11460,1615787,427777,-87.18499759999999,35.5027008,106937,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11461,1626316,424382,-87.149498,35.4936981,347904,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11462,1612528,429384,-87.1959991,35.507,2793537,1429,1,1.71,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11463,1622703,427965,-87.16179659999999,35.5033989,274124,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11464,1613361,431559,-87.1932983,35.513000500000004,83298,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11465,1617626,416071,-87.1783981,35.4706001,149601,1429,1,0.86,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11466,1608108,435525,-87.2111969,35.523700700000006,105709,1429,1,3.42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11467,1609390,438204,-87.2070007,35.5311012,68560,1429,1,4.28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11468,1609115,436600,-87.2078018,35.5266991,177627,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11469,1609385,436214,-87.2069016,35.525600399999995,561229,1429,1,0.0,0,0,0,0.0,0.0,0.0,127.95,0.0,0.0,4.04,0.0,6.54,138.53,0,0,0,0
11470,1611031,437346,-87.20140079999999,35.528801,4050419,1429,1,55.59,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11471,1608834,437450,-87.20880129999999,35.528999299999995,637459,1429,1,8.55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.0,0.0,4.04,0,0,0,0
11472,1613337,431035,-87.19940190000001,35.5163002,4413274,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11473,1626220,427931,-87.1500015,35.5033989,446820,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11474,1611629,430552,-87.19909670000001,35.510101299999995,227068,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11475,1608489,436191,-87.20989990000001,35.525501299999995,1089778,1429,1,21.38,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.08,0.0,0.0,8.08,0,0,0,0
11476,1609364,437446,-87.2070007,35.528999299999995,218028,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11477,1609492,432007,-87.206398,35.5140991,6881065,1429,1,10.26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11478,1610024,438094,-87.20500179999999,35.530201,599689,1429,1,3.42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11479,1616145,427732,-87.1837997,35.5026016,58455,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11480,1614048,427792,-87.18679809999999,35.4976006,2140244,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11481,1608762,436762,-87.2089996,35.52709960000001,157036,1429,1,5.99,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11482,1626510,425785,-87.14890290000001,35.4975014,1035463,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11483,1626358,424093,-87.1493988,35.492900799999994,232050,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11484,1618106,415034,-87.1766968,35.467701,226424,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11485,1608391,434252,-87.2101974,35.520198799999996,37934,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11486,1612015,437399,-87.1980972,35.528999299999995,384401,1429,1,17.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11487,1609284,438596,-87.2072983,35.5321999,183522,1429,1,8.55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11488,1623729,435303,-87.158699,35.5236015,100783,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11489,1622327,432522,-87.16329959999999,35.515899700000006,727078,1429,1,1.71,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11490,1624055,435297,-87.1576004,35.5236015,91256,1429,1,0.86,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11491,1616729,423535,-87.1817017,35.4910011,2270860,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11492,1625893,423614,-87.15090179999999,35.4916,106422,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11493,1625283,432434,-87.1532974,35.5158005,2486639,1429,1,13.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11494,1617890,417267,-87.1774979,35.4738998,1696853,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11495,1622104,432045,-87.1640015,35.514598799999995,7190,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11496,1608253,434082,-87.21060179999999,35.519699100000004,36745,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11497,1623389,428596,-87.15950009999999,35.5051994,1536174,1429,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11498,1608976,438035,-87.2082977,35.5306015,265977,1429,1,11.97,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,2.02,0,0,0,0
11499,1638941,435946,-87.1075974,35.5259018,79164258,1434,1,101.81,0,0,0,0.0,1.29,0.0,73.87,0.0,7.95,1.29,2.65,2.0,89.05,0,0,0,0
11500,1630251,439295,-87.13690190000001,35.5348015,222651,1434,1,2.06,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11501,1638177,445526,-87.1104965,35.5521011,289605,1434,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11502,1641027,434633,-87.100502,35.5223007,305105,1434,1,16.45,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11503,1643736,439870,-87.0915985,35.5368004,58341,1434,1,1.03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11504,1633253,439414,-87.1268005,35.5351982,1538549,1434,1,2.06,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11505,1641352,435358,-87.09940340000001,35.524299600000006,72141,1434,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11506,1638607,431529,-87.10849759999999,35.513698600000005,60186,1434,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11507,1634219,444345,-87.1251984,35.5457001,1277907,1434,1,9.26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11508,1633273,433309,-87.126503,35.518398299999994,140554,1434,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11509,1641555,437441,-87.0988007,35.529998799999994,92053,1434,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11510,1634481,442212,-87.1228027,35.5429001,16552837,1434,1,18.51,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11511,1642741,433852,-87.0947037,35.520198799999996,205020,1434,1,6.17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11512,1642239,435004,-87.0963974,35.5233994,490674,1434,1,5.14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11513,1632075,437764,-87.13069920000001,35.5306015,14015222,1434,1,13.37,0,0,0,0.0,0.12,0.0,8.21,0.0,0.0,0.12,0.0,0.18,8.62,0,0,0,0
11514,1635933,439043,-87.1177979,35.5343018,1077541,1434,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11515,1639661,446758,-87.1055984,35.5555992,296594,1434,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11516,1641415,435632,-87.09919740000001,35.5251007,34295,1434,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11517,1640708,443629,-87.10189820000001,35.54700089999999,58988692,1434,1,49.36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11518,1640718,447620,-87.1019974,35.5579987,160426,1434,1,2.06,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11519,1653574,425516,-87.05799870000001,35.4976006,8648243,1462,1,27.73,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11520,1641806,422015,-87.0973969,35.4877014,1102429,1462,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11521,1651249,431649,-87.0660019,35.5144005,17967549,1462,1,48.76,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11522,1650210,424126,-87.0692978,35.4936981,2950797,1462,1,1.91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11523,1650092,427103,-87.0698013,35.5018997,1789367,1462,1,2.87,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.09,13.09,0,0,0,0
11524,1653182,421067,-87.0591965,35.485401200000005,32788858,1462,1,33.46,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11525,1643228,433677,-87.0931015,35.519699100000004,860634,1462,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11526,1641586,428113,-87.0983963,35.5043983,3318104,1462,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11527,1641395,425264,-87.0988998,35.4966011,482094,1462,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11528,1642050,431362,-87.09690090000001,35.513401,1171744,1462,1,0.96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11529,1648904,428775,-87.0739975,35.5065994,98122,1462,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11530,1647382,417851,-87.0784988,35.4763985,4311132,1462,1,8.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0,0,0,0
11531,1651780,428686,-87.0641022,35.5063019,14483247,1462,1,11.47,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11532,1648558,429882,-87.0749969,35.5094986,843573,1462,1,0.96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11533,1647364,424714,-87.0787964,35.4953003,70274330,1462,1,17.21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,1.69,0,0,0,0
11534,1651333,419818,-87.0653,35.481899299999995,956784,1462,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11535,1643432,426882,-87.09210209999999,35.501098600000006,39290168,1462,1,3.82,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11536,1641798,425336,-87.09760279999999,35.4967995,683709,1462,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11537,1641089,425745,-87.0999985,35.4978981,204909,1462,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11538,1650469,422060,-87.0682983,35.4880981,1588790,1462,1,0.96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11539,1647910,432544,-87.077301,35.5167999,3531707,1462,1,10.52,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11540,1655472,421106,-87.0514984,35.4855995,1221001,1462,1,2.87,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11541,1656537,417834,-87.0477982,35.4766006,380707,1462,1,4.78,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11542,1646553,414714,-87.08119959999999,35.4678001,62675,1461,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11543,1654242,411227,-87.0551987,35.458400700000006,95457224,1461,1,61.81,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11544,1658411,411584,-87.0412979,35.4594994,240985,1461,1,0.95,0,0,0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,3.92,0,0,0,0
