parcelid,xcoord_p,ycoord_p,long,lat,sqft_p,taz_p,lutype_p,hh_p,stugrd_p,stuhgh_p,stuuni_p,empedu_p,empfoo_p,empgov_p,empind_p,empmed_p,empofc_p,empret_p,empsvc_p,empoth_p,emptot_p,parkdy_p,parkhr_p,ppricdyp,pprichrp
4012,1858602,595514,-86.3713989,35.9687996,16254515,1706,1,65.07,0,0,0,0.16,0,0.16,0.29,0.16,0.96,0,0.32,0,2.05,0,0,0,0
4013,1861570,605826,-86.3615036,35.9971008,19854187,1706,1,31.7,0,0,0,0.36,0,0.36,0.64,0.36,2.17,0,0.72,3.42,8.04,0,0,0,0
4014,1863896,594250,-86.3535004,35.9654007,26970438,1706,1,18.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,1870873,593810,-86.3299026,35.9641991,486891,1706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4016,1861783,609135,-86.3608017,36.0061989,3564908,1706,1,20.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,1869330,595327,-86.3350983,35.968399,16598614,1706,1,20.02,0,0,0,0.12,0,0.12,0.21,0.12,0.72,0,0.24,1.14,2.68,0,0,0,0
4018,1856999,587857,-86.3767014,35.9477005,649410,1706,1,11.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,1864653,601529,-86.3509979,35.9854012,54062534,1706,1,63.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4020,1849556,600882,-86.4020004,35.9833984,870938,1692,1,25.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,1853380,602557,-86.3890991,35.9880981,845897,1692,1,27.39,0,0,0,0,0,0,0,3.36,0,0,0,0.87,4.23,0,0,0,0
4022,1852092,602171,-86.3935013,35.9869995,1526621,1692,1,38.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4023,1857971,604611,-86.3735962,35.9938011,3163274,1692,1,11.91,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0,0,0,0
4024,1859138,605943,-86.3696976,35.9973984,44432,1692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4025,1858890,606881,-86.3705978,36,2578302,1692,1,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026,1852162,603795,-86.3933029,35.9915009,533311,1692,1,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027,1852442,603230,-86.3923035,35.9898987,965361,1692,1,29.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028,1852945,602034,-86.3906021,35.986599,546152,1692,1,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4029,1855031,600658,-86.3834991,35.9828987,4563356,1692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4030,1853154,604104,-86.3899002,35.9922981,40828982,1692,1,166.73,0,0,0,0,3.45,0,0,20.17,0,0,0,5.65,29.27,0,0,0,0
4031,1851760,600841,-86.3945999,35.9832993,1247802,1692,1,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4032,1858922,604923,-86.3703995,35.9945984,1726406,1692,1,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4033,1857027,601205,-86.3768005,35.9844017,2348417,1692,1,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4034,1855886,607318,-86.3806992,36.0012016,9326615,1692,1,19.05,0,0,0,0,0,0,0,0,6.72,0,0,1.74,8.46,0,0,0,0
4035,1857998,602754,-86.373497,35.9887009,1034150,1692,1,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036,1847842,599570,-86.4077988,35.9798012,717816,1694,1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4037,1848171,600936,-86.4067001,35.9836006,2692719,1694,1,79.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4038,1848246,602433,-86.4065018,35.9877014,2108771,1694,1,57.12,0,0,0,0,0,0,0,0,12.53,0,0,0,12.53,0,0,0,0
4039,1847815,603841,-86.4079971,35.9915009,1786430,1694,1,40.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4040,1847078,604734,-86.4104996,35.9939995,27678109,1694,1,168.01,0,0,0,0,0,0,0,0,18.79,0,0,10.89,29.69,0,0,0,0
4041,1840256,604432,-86.4330978,35.9939995,537675,1698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4042,1842510,604615,-86.4259033,35.9935989,23062431,1698,1,6.94,0,0,0,0.24,6.93,0.24,4.72,0.24,1.47,6.93,0.49,2.76,24.02,0,0,0,0
4043,1836255,613601,-86.447197,36.0181999,76709,1705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4044,1841547,620967,-86.4293976,36.0385017,86404,1705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4045,1838893,620419,-86.4384003,36.0369987,18027842,1705,1,1.14,0,0,0,0.04,0.08,0.04,0,0.04,0.26,0.08,0.09,0,0.65,0,0,0,0
4046,1841445,622305,-86.4298019,36.0421982,133173,1705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4047,1839274,616770,-86.4369965,36.0269012,24228031,1705,1,12.52,0,0,0,0.48,0.92,0.48,0,0.48,2.9,0.92,0.97,0,7.16,0,0,0,0
4048,1904975,712971,-86.2155991,36.2918015,13965627,2619,1,17.04,0,0,0,0.42,0,0.42,0.98,0.42,2.55,0,0.85,1.24,6.89,0,0,0,0
4049,1916428,724057,-86.1768036,36.3223,1966675,2619,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050,1903125,708438,-86.2218018,36.2793007,178021,2619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051,1903211,709821,-86.2214966,36.2831001,5607176,2619,1,12.03,0,0,0,0.21,0,0.21,0.49,0.21,1.27,0,0.42,0.62,3.44,0,0,0,0
4052,1905871,719143,-86.2126007,36.3087997,2262872,2619,1,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4053,1907295,712239,-86.2077026,36.2897987,136088,2619,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4054,1908410,718529,-86.2039032,36.3070984,50264938,2619,1,24.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4055,1909265,724805,-86.2011032,36.3242989,54146752,2619,1,32.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4056,1904967,717029,-86.2155991,36.3030014,3650221,2619,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4057,1905658,716177,-86.2123032,36.2988014,2060663,2619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058,1898925,691426,-86.2359009,36.2326012,260048,2623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4059,1915866,694375,-86.1784973,36.240799,2833829,2623,1,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060,1909314,691818,-86.2006989,36.2336998,1422215,2623,1,7.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061,1899999,692599,-86.2322998,36.2358017,594739,2623,1,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4062,1901588,699164,-86.2268982,36.2538986,43952589,2623,1,61.13,0,0,0,0.76,2.97,0.76,0,0.76,4.58,2.97,1.53,10.02,24.36,0,0,0,0
4063,1907046,698506,-86.2083969,36.2521019,525853,2623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4064,1913597,697637,-86.186203,36.2496986,11240719,2623,1,57.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4065,1910421,691957,-86.1968994,36.2341003,2217350,2623,1,9.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066,1909402,701352,-86.2005005,36.2598991,49983805,2623,1,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,1902299,706874,-86.2246017,36.2750015,856648,2623,1,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,1909941,693032,-86.1986008,36.2370987,601310,2623,1,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,1907051,711472,-86.2085037,36.2877007,261133,2623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4070,1905763,708422,-86.2127991,36.2793007,19566093,2623,1,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4071,1909511,707903,-86.2001038,36.2779007,338662,2623,1,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4072,1898022,690013,-86.2389984,36.2286987,15334493,2623,1,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,1912796,695018,-86.1889038,36.2425003,346678,2623,1,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4074,1913296,693462,-86.1872025,36.2383003,10982824,2623,1,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4075,1914958,695839,-86.1816025,36.2448006,2369914,2623,1,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076,1907987,692128,-86.2052002,36.2346001,2746017,2623,1,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4077,1905860,710739,-86.2125015,36.2857018,480076,2623,1,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,1915239,697987,-86.180603,36.2501984,364967,2623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4079,1908636,709789,-86.2031021,36.2831001,1925907,2623,1,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,1912073,694550,-86.1912994,36.2411995,676937,2623,1,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4081,1907632,690889,-86.206398,36.2312012,2288554,2623,1,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4082,1910189,706073,-86.1977997,36.2728996,3199312,2623,1,7.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4083,1908788,707790,-86.2025986,36.2775993,2567017,2623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4084,1904076,704730,-86.2184982,36.2691994,28091713,2623,1,39.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4085,1905292,693795,-86.2143021,36.2391014,78056957,2623,1,47.76,0,0,0,0.51,1.98,0.51,0,0.51,3.05,1.98,1.02,6.68,16.24,0,0,0,0
4086,1897576,695732,-86.2405014,36.2444,18534330,2623,1,22.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4087,1907482,711319,-86.2070007,36.2873001,747871,2623,1,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4088,1906402,711262,-86.210701,36.2871017,729795,2623,1,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4089,1910842,693230,-86.1955032,36.2375984,64063,2623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4090,1898489,697568,-86.2373962,36.2495003,12042,2623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4091,1912836,702863,-86.188797,36.2640991,611673,2623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4092,1914076,700454,-86.1846008,36.2574997,1833381,2623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,1899850,702325,-86.2329025,36.2625008,5433716,2623,1,13.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,1901335,729641,-86.2279968,36.3376007,23998543,2620,1,24.11,0,0,0,0.1,0.12,0.1,0,0.1,0.6,0.12,0.2,4.65,5.98,0,0,0,0
4095,1904832,731183,-86.2162018,36.3418007,1985550,2620,1,1,0,0,0,0,0.01,0,0,0,0.02,0.01,0.01,0.19,0.25,0,0,0,0
4096,1899974,720306,-86.2274017,36.3102989,14886721,2620,1,16.08,0,0,0,0.07,0.08,0.07,0,0.07,0.4,0.08,0.13,3.1,3.99,0,0,0,0
4097,1898076,723641,-86.2390976,36.3210983,34102703,2620,1,33.16,0,0,0,0.14,0.17,0.14,0,0.14,0.82,0.17,0.27,6.39,8.22,0,0,0,0
4098,1903188,730974,-86.2218018,36.3412018,349652,2620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4099,1898079,728714,-86.2390976,36.3349991,7697594,2620,1,5.02,0,0,0,0.02,0.03,0.02,0,0.02,0.12,0.03,0.04,0.97,1.25,0,0,0,0
4100,1903420,730593,-86.2210007,36.3401985,15403,2620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,1903232,723032,-86.2214966,36.3194008,30180491,2620,1,42.2,0,0,0,0.17,0.21,0.17,0,0.17,1.04,0.21,0.35,8.13,10.46,0,0,0,0
4102,1900129,723893,-86.2321014,36.3218002,612902,2620,1,2.01,0,0,0,0.01,0.01,0.01,0,0.01,0.05,0.01,0.02,0.39,0.5,0,0,0,0
4103,1918424,723142,-86.1699982,36.3198013,13277124,2624,1,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,1916014,700683,-86.1780014,36.2580986,20135612,2624,1,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,1929681,699989,-86.1316986,36.2563019,6281416,2624,1,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4106,1917868,709696,-86.1717987,36.2829018,19384174,2624,1,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,1911844,709578,-86.1921997,36.2825012,12686804,2624,1,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,1930619,705904,-86.1285019,36.2724991,1923793,2624,1,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4109,1923082,711087,-86.1540985,36.2867012,651443,2624,1,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4110,1921642,706836,-86.1589966,36.2750015,37313,2624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,1921869,705033,-86.1582031,36.2700996,9792474,2624,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4112,1927227,698703,-86.1405029,36.2505989,1464624,2624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4113,1931796,699843,-86.1244965,36.2559013,6852228,2624,1,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4114,1928861,710839,-86.1344986,36.2860985,2022564,2624,1,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4115,1920129,701719,-86.1641006,36.2610016,34522474,2624,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4116,1929120,697731,-86.1335983,36.2500992,7161995,2624,1,40.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4117,1920958,696652,-86.1612015,36.2471008,17806341,2624,1,12.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,1924577,708394,-86.1490021,36.2793007,196771,2624,1,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4119,1918185,707106,-86.1707001,36.2757988,188859,2624,1,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120,1928875,704492,-86.1343994,36.2686005,29756585,2624,1,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4121,1917155,720254,-86.1743011,36.3119011,1525294,2624,1,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4122,1932764,698116,-86.1212006,36.2510986,69756,2624,1,0,0,0,0,0.23,0,0.23,0,0.23,1.37,11.53,0.46,0,14.05,0,0,0,0
4123,1917831,695275,-86.1717987,36.2433014,12089379,2624,1,24.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4124,1917852,720582,-86.1718979,36.3128014,2751912,2624,1,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4125,1914255,717507,-86.1840973,36.3042984,25344059,2624,1,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,1915061,713524,-86.1812973,36.2933998,55487391,2624,1,24.37,0,0,0,0.57,0,0.57,0,0.57,3.44,0,1.15,18.56,24.85,0,0,0,0
4127,1926749,708366,-86.1416016,36.2793007,2157377,2624,1,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,1928288,709664,-86.1363983,36.2827988,585362,2624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,1928559,698879,-86.135498,36.2532005,493675,2624,1,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4130,1929536,710263,-86.1322021,36.2845001,59280,2624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4131,1924359,704631,-86.1496964,36.269001,287092,2624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4132,1931395,703865,-86.1259003,36.2668991,345308,2624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,1931958,703290,-86.1240005,36.2653008,27436,2624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4134,1925157,704040,-86.1470032,36.2673988,35933611,2624,1,13.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135,1924567,714318,-86.1491013,36.2956009,50685090,2624,1,5.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,1919040,707955,-86.1678009,36.2780991,12796538,2624,1,17.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4137,1923121,709019,-86.1539993,36.2809982,1256925,2624,1,0,0,0,0,0.23,0,0.23,26.25,0.23,1.37,5.76,0.46,0,34.53,0,0,0,0
4138,1923672,698083,-86.1520004,36.2509995,4547581,2624,1,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4139,1925734,697479,-86.1449966,36.2494011,5445633,2624,1,13.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4140,1916012,697683,-86.1780014,36.2499008,803402,2624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4141,1924997,709750,-86.1475983,36.2831001,9826323,2624,1,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4142,1933245,704025,-86.1195984,36.2673988,2864760,2624,1,0.97,0,0,0,0.11,0,0.11,0,0.11,0.69,0,0.23,3.71,4.97,0,0,0,0
4143,1920585,719618,-86.1625977,36.3101006,16568691,2624,1,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,1918627,711298,-86.1691971,36.2873001,3606014,2624,1,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4145,1911266,707646,-86.1941986,36.2771988,5285440,2624,1,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4146,1921636,698244,-86.1588974,36.2514,423995,2624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4147,1920049,716912,-86.1643982,36.3027,5574262,2624,1,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4148,1924818,695970,-86.1481018,36.2452011,452476,2624,1,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4149,1915845,705637,-86.1785965,36.2717018,25956173,2624,1,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150,1932190,702550,-86.1231995,36.2633018,3350570,2624,1,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4151,1929373,710040,-86.1327972,36.2839012,135253,2624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4152,1912085,718407,-86.1914978,36.3068008,21798,2624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4153,1916193,690092,-86.1773987,36.2290001,137209,2626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4154,1905316,685946,-86.2142029,36.2176018,83990862,2626,1,64.79,0,0,0,0,0.59,0,4.21,118.32,0,0.59,0,27.92,151.63,0,0,0,0
4155,1901180,682699,-86.2282028,36.2085991,1216410,2626,1,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4156,1913206,691512,-86.1875,36.2328987,4201338,2626,1,8.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4157,1902581,688688,-86.2235031,36.2251015,105782,2626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,1916601,687580,-86.1759033,36.2220993,840016,2626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4159,1916727,689055,-86.175499,36.2262001,1972352,2626,1,14.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,1912367,683401,-86.1903,36.2106018,47184502,2626,1,22.68,0,0,0,0,0.03,0,0.22,0,6.23,0.03,0,1.47,7.98,0,0,0,0
4161,1916163,692029,-86.1774979,36.2342987,2153311,2626,1,8.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4162,1901340,688173,-86.2276993,36.2237015,708624,2626,1,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4163,1913601,688919,-86.1860962,36.2257996,17441428,2626,1,34.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,1901108,687753,-86.2285004,36.2224998,373969,2626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4165,1916281,682372,-86.177002,36.2078018,12495601,2626,1,14.04,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4166,1902157,682955,-86.2248993,36.209301,1465313,2626,1,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4167,1915101,691316,-86.1810989,36.232399,2845279,2626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4168,1899539,687166,-86.2338028,36.2209015,2124073,2626,1,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,1907459,687389,-86.2069016,36.2215004,318059,2626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4170,1795486,632889,-86.5854034,36.0705986,377544,808,1,22.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4171,1793494,633293,-86.5922012,36.071701,599064,808,1,55.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4172,1795867,632469,-86.5840988,36.0694008,430637,808,1,9.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4173,1795579,633180,-86.5850983,36.0713997,259487,808,1,28.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4174,1794877,633285,-86.5875015,36.071701,121134,808,1,8.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4175,1795254,632124,-86.5861969,36.0685005,126532,808,1,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4176,1796650,633450,-86.5814972,36.0722008,375646,808,1,34.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4177,1796843,632924,-86.5808029,36.0707016,188146,808,1,12.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4178,1792337,631188,-86.5960999,36.0658989,10096537,808,1,186.67,646,0,0,0,1.02,0,2.28,0,133.34,1.02,0,5.57,143.24,0,0,0,0
4179,1797051,633075,-86.580101,36.0710983,214893,808,1,12.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4180,1791584,629527,-86.5986023,36.0612984,2817879,808,1,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4181,1796480,632756,-86.5820999,36.0702019,348245,808,1,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4182,1794730,632707,-86.5879974,36.0700989,337607,808,1,32.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4183,1797504,634374,-86.578598,36.0746994,6869489,808,1,58.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4184,1794965,632811,-86.5871964,36.0704002,286264,808,1,18.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4185,1792722,633008,-86.5948029,36.0709,427959,808,1,30.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4186,1796443,631005,-86.5821991,36.0653992,59357,869,1,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4187,1797533,632351,-86.5784988,36.0690994,185934,869,1,18.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4188,1797997,633084,-86.5768967,36.0712013,222143,869,1,13.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,1795829,628237,-86.584198,36.0578003,10804359,869,1,93.41,0,0,0,0,1.39,0,0,0,0.33,6.95,3.96,2.04,14.67,0,0,0,0
4190,1794172,629491,-86.589798,36.0611992,233428,869,1,7.27,0,0,0,0,0,0,0,0,0,2.78,0,0.21,2.99,0,0,0,0
4191,1798345,632362,-86.575798,36.0691986,1457646,869,1,138.05,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,0,0,0
4192,1796165,631991,-86.5830994,36.0681,637592,869,1,18.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4193,1796229,630784,-86.582901,36.0648003,171891,869,1,14.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4194,1797757,631890,-86.5776978,36.0679016,17910901,869,1,296.85,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,0,0,0
4195,1798705,633062,-86.574501,36.0710983,149303,869,1,13.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,1793432,629493,-86.5923004,36.0611992,414127,869,1,14.53,0,0,0,0,0,0,0,0,0.33,1.39,0.33,0.32,2.37,0,0,0,0
4197,1798650,633580,-86.5746994,36.0724983,245829,869,1,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4198,1796656,630793,-86.581398,36.0648994,18173,869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4199,1795904,630925,-86.5839996,36.0652008,369504,869,1,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,1792158,633572,-86.5967026,36.0723991,794871,809,1,77.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,1791129,635671,-86.6001968,36.0782013,1575903,809,1,130.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,1790413,635128,-86.6026001,36.0766983,331262,809,1,24.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,1793442,635153,-86.5923996,36.0768013,11606744,809,1,276.61,0,0,0,0,2.1,0,0,0,3.3,2.1,0,16.75,24.26,0,0,0,0
4204,1790054,635670,-86.6038971,36.0780983,312688,809,1,26.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4205,1789547,635939,-86.6055984,36.0788994,678113,809,1,45.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
